EXT_CMPD_NUMBER,SMILES,Percentage_inhibition_3D7,Percentage_inhibition_DD2,Percentage_inhibition_3D7_PFLDH,XC50_MOD_3D7,XC50_3D7 (microM),Percentage_inhibition_HEPG2
TCMDC-137158,OC(=O)C(F)(F)F.CN1CCC(CC1)N(Cc1ccc(cc1)-c1cnc(NCc2ccccc2)nc1)S(=O)(=O)c1ccccc1,102,10,1,,0.776618757,48
TCMDC-137159,Clc1ccc(cc1)C(=O)Nc1ccc(cc1)-c1csc2nccn12,100,50,-5,,0.583835573,54
TCMDC-137160,CC(C)CCN1c2ccccc2N(CC23CC4CC(CC(C4)C2)C3)C(=O)C(NC(=O)Oc2ccccc2)C1=O,95,4,0,,0.751783201,3
TCMDC-137161,CCOC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc1ccc(cc1)-c1cnc(NC(C)=O)[nH]1,100,65,-3,,1.015757726,45
TCMDC-137162,CCS[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,98,52,5,,0.808317997,4
TCMDC-137163,CC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)Nc1ccccn1)N(O)C=O,98,99,-8,,0.107963489,-7
TCMDC-137164,Cl.CCCc1cc(OC)c(CC2N(C)CCc3cc(C)c(O)cc23)cc1OC,99,89,-2,,0.701336604,32
TCMDC-137165,Cl.CCc1ccc2C(Cc3ccccc3Cl)N(C)CCc2c1O,99,99,-3,,0.251288198,13
TCMDC-137166,Cl.CCCc1cc(OC)c(CC2N(C)CCc3cc(Cl)c(O)cc23)cc1OC,100,99,-5,,0.574759507,19
TCMDC-137167,Cl.CN1CCc2cc(Br)c(O)cc2C1Cc1ccccc1Cl,98,88,-2,,0.666723405,2
TCMDC-137168,Cl.COc1ccc(Cl)c(CC2N(C)CCc3cc(Cl)c(O)cc23)c1,98,72,-1,,0.695301751,9
TCMDC-137169,CS(O)(=O)=O.FC(F)(F)COc1c(CCNCCCCNCCc2ccc3ccccc3c2OCC(F)(F)F)ccc2ccccc12,101,97,-3,,0.34844323,99
TCMDC-137170,Cl.Oc1c(Cl)cc(cc1CNC1CCCCC1)-c1ccccc1,97,95,-5,,0.749453025,5
TCMDC-137171,Cl.Clc1cc(OCCNc2ccncc2)c2n(CC3CCCCC3)c(=O)n(CC3CCCCC3)c2c1,100,64,-3,,0.592861693,2
TCMDC-137172,Cc1nc2ccccc2c(O)c1-c1ccc(Cl)cc1,93,91,2,,0.999218284,-1
TCMDC-137173,CCCCCCCc1c(C)nc2cc(OC)ccc2c1O,99,98,-5,,0.062817986,5
TCMDC-137174,OC(=O)C(F)(F)F.CC(C)CCNCc1ccc(OCc2cccc(c2)C(=O)Nc2ccccc2)c(I)c1,100,59,0,,0.288456187,25
TCMDC-137175,CCCCCCCCOc1c(OCC)cc(Cc2cnc(N)nc2N)cc1OCC,80,-1,3,,1.528731826,25
TCMDC-137176,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1OCCCCC(=O)OC,95,0,0,,0.044828496,-12
TCMDC-137177,Nc1ncc(-c2cc3ccccc3o2)c(N)n1,81,2,0,,1.411861595,-3
TCMDC-137178,CC(O)=O.C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC1CCCCC1)C(O)CN,96,64,-5,,0.732783731,-4
TCMDC-137179,Nc1nc(N)c2c(Sc3ccc(F)cc3)cccc2n1,88,-3,3,,1.067968386,ND
TCMDC-137180,Cl.COc1cc2ncnc(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)c2cc1OC,87,28,0,,1.476684988,-9
TCMDC-137181,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1O,89,-1,3,,1.168760549,6
TCMDC-137182,Cl.CCCc1cc(Cc2cnc(N)nc2N)cc(OCCCCCC(O)=O)c1OC,95,2,4,,0.163910609,8
TCMDC-137183,COc1cc2nc(nc(Nc3ccc(OCc4ccccc4)cc3)c2cc1OC)N(C)C,100,101,-8,,0.071783655,91
TCMDC-137184,CC(C)C[C@H]([C@H](C)N(O)C=O)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)Nc1nccs1,99,98,8,,0.18958629,-2
TCMDC-137185,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC2SC(=O)NC2=O)c1OC,94,0,7,,0.030698667,-9
TCMDC-137186,CCCCCCCc1[nH]c2ccccc2c(=O)c1C,97,96,2,,0.509452912,48
TCMDC-137187,CC(C)CCC[C@@H]([C@@H](CC1CCCCC1)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)Nc1nccs1)N(O)C=O,98,90,3,,0.456639674,-4
TCMDC-137188,Cn1cncc1-c1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cn1,99,75,4,,0.268105965,-1
TCMDC-137189,CC[C@H](NC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1)C(=O)N[C@@H](CO)C(=O)NCCCCc1ccccc1,98,94,1,,0.830427356,-6
TCMDC-137190,CCOC(=O)c1c[nH]c2c3ccc(OC)cc3sc2c1=O,96,93,3,,0.3866601,-6
TCMDC-137191,Cl.COc1cc2ncnc(Nc3ccc4nc([nH]c4c3)-c3ccccc3)c2cc1OC,92,32,-5,,0.44342302,15
TCMDC-137192,Nc1nc(N)c2cc(ccc2n1)S(=O)(=O)c1ccc2ccccc2c1,95,51,3,,0.036819449,14
TCMDC-137193,Cl.CNC(=N)c1ccc(NC(=O)C=Cc2ccc(cc2)C(=O)Nc2ccc(cc2)C(=N)NC)cc1,97,100,1,,0.031379098,ND
TCMDC-124304,O=C(Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1,98,99,7,,0.419334795,16
TCMDC-137194,Cl.CC1CNC(=N1)c1cccc(NC(=O)Nc2cccc(c2)C2=NC(C)CN2)c1,94,98,-3,,0.358627884,7
TCMDC-137195,Cl.CC(=O)Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1,96,92,-3,,0.133303204,12
TCMDC-137196,Cl.O=C(Nc1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1ccc(cc1)C1=NCCN1,96,98,-4,,0.096028191,-16
TCMDC-137197,CCN(CC)CCOc1ccc(cc1)C(O)(C#CC(O)(c1ccccc1)c1ccc(OCCN(CC)CC)cc1)c1ccccc1,99,99,4,,1.309839725,81
TCMDC-137198,CCN(CC)CCOc1ccc(cc1)C(O)(C#CC(O)(c1ccc(C)cc1)c1ccc(OCCN(CC)CC)cc1)c1ccc(C)cc1,97,98,6,,0.903193645,94
TCMDC-137199,CCN(CC)CCOc1ccc(cc1)C(O)(C#CC(O)(c1ccc(Br)cc1)c1ccc(OCCN(CC)CC)cc1)c1ccc(Br)cc1,99,99,7,,0.61567932,99
TCMDC-137200,CCCN(CCC)CCOc1ccc(cc1)C(O)(C#CC(O)(c1ccc(OCCN(CCC)CCC)cc1)c1cccc(Cl)c1)c1cccc(Cl)c1,101,98,6,,0.790416229,100
TCMDC-137201,CCN(CC)CCOc1ccc(cc1)C(O)(C#CC(O)(c1ccc(OCCN(CC)CC)cc1)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,98,97,3,,1.73108752,55
TCMDC-137202,Cl.O=C(CNC1=NCCN1)Nc1ccc(NC(=O)Nc2ccc(NC(=O)CNC3=NCCN3)cc2)cc1,90,75,-2,,0.78103351,-5
TCMDC-137203,Cl.O=C(Nc1cccc(c1)C1=NCCCN1)Nc1cccc(c1)C1=NCCCN1,81,70,-6,,0.560781704,5
TCMDC-137204,Cl.CN1CCN=C1c1ccc(NC(=O)Nc2ccc(cc2)C2=NCCN2C)cc1,85,69,-1,,0.37860289,7
TCMDC-137205,O=C(Nc1ccc(CCNC2=NCCN2)cc1)Nc1ccc(CCNC2=NCCN2)cc1,90,66,4,,0.788665098,6
TCMDC-137206,Cl.O=C(Nc1ccc(NC2=NCCN2)cc1)Nc1ccc(NC2=NCCN2)cc1,88,72,-1,,0.845206216,-6
TCMDC-137207,Cl.O=C(Nc1ccc(cc1)C1=NC2CCCCC2N1)Nc1ccc(cc1)C1=NC2CCCCC2N1,88,76,0,,0.179317318,7
TCMDC-137208,Cl.NC(=N)Nc1ccc(NC(=O)Nc2ccc(NC(N)=N)cc2)cc1,85,74,1,,0.385830103,-5
TCMDC-137209,Cl.NC(=N)Nc1cccc(NC(=O)Nc2cccc(NC(N)=N)c2)c1,87,71,7,,0.257802281,-7
TCMDC-137210,Cl.CC1CNC(=N1)c1ccc(NC(=O)Nc2ccc(cc2)C2=NC(C)CN2)cc1,85,67,0,,0.378877418,ND
TCMDC-137211,Cl.CNC(=N)c1ccc(NC(=O)Nc2ccc(cc2)C(=N)NC)cc1,84,71,-2,,0.576678893,-5
TCMDC-137212,Cl.O=C(Nc1ccc(cc1)C1=NCCN1)C=Cc1ccc(cc1)C(=O)Nc1ccc(cc1)C1=NCCN1,97,101,3,,0.034741516,-7
TCMDC-137213,Cl.CNC(=NC)c1cccc(NC(=O)C=Cc2ccc(C=CC(=O)Nc3cccc(c3)C(NC)=NC)cc2)c1,98,99,2,,0.164237034,21
TCMDC-137214,Cl.CNC(=N)c1ccc(NC(=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=N)NC)cc1,96,91,0,,0.047083071,6
TCMDC-124303,Clc1cc(Cl)cc(NC(=O)CC(=O)Nc2cc(Cl)cc(Cl)c2)c1,95,96,-2,,0.159482109,-4
TCMDC-137215,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)[C@H](CC)N(O)C=O)C(=O)Nc1ccccn1,96,95,-1,,0.176143675,14
TCMDC-137216,Cl.COc1cc2nccc(Nc3cccc(Oc4ccccc4)c3)c2cc1OC,102,95,-2,,0.643236918,25
TCMDC-137217,CCC1(CC)CN(c2ccccc2)c2ccc(O)cc2S(=O)(=O)C1CC(C)C,96,89,2,,0.401661894,-7
TCMDC-137218,Cl.CCCCCCNC(=N)c1ccc2[nH]c(nc2c1)-c1ccc(O)cc1,100,99,1,,0.190015556,-3
TCMDC-137219,Cl.Oc1cccc(c1)-c1nc2cc(ccc2[nH]1)C1=NC2CCCCC2N1,98,97,1,,0.592162146,-3
TCMDC-137220,Cl.O=N(=O)c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C1=NC2CCCCC2N1,100,30,3,,0.691046639,-1
TCMDC-137221,Cl.O=N(=O)c1cccc(c1)-c1nc2cc(ccc2[nH]1)C1=NC2CCCCC2N1,101,81,-7,,0.19536914,4
TCMDC-137222,CC(=O)Nc1ccc(OCCCCCOc2ccc(NC(C)=O)cc2Cl)c(Cl)c1,93,0,-7,,0.833218202,ND
TCMDC-137223,N#Cc1ccc2[nH]c(nc2c1)-c1ccccc1,95,1,-1,,0.697782243,7
TCMDC-137224,OC(=O)C(O)=O.CCN(CCCN1CCCC1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,100,12,1,,0.344321484,5
TCMDC-137225,Cl.CC(C)c1ccc(Cn2cc(-c3ccncc3)c3cc(OCc4ccccc4)ccc23)cc1,99,88,-1,,0.706485911,ND
TCMDC-137226,CNC(=O)C(NC(=O)c1ccccc1C(=O)OC)c1ccccc1,96,2,3,,0.556129328,4
TCMDC-137227,COc1cc(CCNC(=O)Cc2ccc3ccccc3c2)ccc1OCc1ccccc1,93,61,2,,1.020352523,ND
TCMDC-137228,CN(C)c1ccc(Br)c(Br)c1,86,-4,-5,,0.974721346,17
TCMDC-137229,Cl.N(c1ccc(Oc2ccccc2)cc1)c1nncc2ccccc12,86,82,1,,0.685654073,20
TCMDC-137230,CCOC(=O)Nc1cc(cc(c1)N(=O)=O)-c1csc(N=C(N)N)n1,101,88,-8,,0.815620097,12
TCMDC-137231,Cl.CCCc1cc(Cc2cnc(N)nc2N)ccc1OCCCCCC(O)=O,97,-2,1,,0.576740054,3
TCMDC-137232,CCCc1cc(Cc2cnc(N)nc2N)ccc1OCCCCCC(=O)OCC,97,1,0,,0.495322315,-11
TCMDC-137233,Cl.C(CCc1nc2cc(ccc2[nH]1)C1=N[C@H]2CCCC[C@H]2N1)Cc1nc2cc(ccc2[nH]1)C1=N[C@H]2CCCC[C@H]2N1,90,88,6,,0.414645861,5
TCMDC-137234,C(Cc1nc2cc(ccc2[nH]1)C1=N[C@H]2CCCC[C@H]2N1)Cc1nc2cc(ccc2[nH]1)C1=N[C@@H]2CCCC[C@@H]2N1,85,84,-2,,1.240036419,10
TCMDC-137235,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,92,97,5,,0.010209622,68
TCMDC-137236,Cl.N=C(NC1CC1)c1ccc2[nH]c(CCCCCc3nc4cc(ccc4[nH]3)C(=N)NC3CC3)nc2c1,89,72,2,,0.934158644,-3
TCMDC-137237,Cl.C(CCc1nc2cc(ccc2[nH]1)C1=N[C@@H]2CCCC[C@@H]2N1)CCc1nc2cc(ccc2[nH]1)C1=N[C@@H]2CCCC[C@@H]2N1,96,98,1,,0.199213489,8
TCMDC-137238,C(Cc1nc2cc(ccc2[nH]1)C1=NC2CCCCC2N1)c1nc2cc(ccc2[nH]1)C1=NC2CCCCC2N1,93,96,-2,,0.229941343,3
TCMDC-137239,Cl.CN1CCN(Cc2ccc(OCc3cccc(COc4ccc(CN5CCN(C)CC5)cc4I)c3)c(I)c2)CC1,92,69,0,,1.009563099,93
TCMDC-137240,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC2SC(=O)NC2=O)c1Br,94,-2,4,,0.122586889,15
TCMDC-137241,O=C(NCCCCN1CCN(CC1)c1nsc2ccccc12)c1ccccc1C(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,100,22,-8,,0.887,ND
TCMDC-124302,CCOc1ccc(CCC(O)=O)cc1OCC,94,-3,6,,1.034238081,60
TCMDC-137242,Cl.Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccccc1Br,92,2,1,,0.060166626,65
TCMDC-137243,Cl.Cc1nc2nc(N)nc(N)c2c(C)c1Cc1ccccc1I,96,-5,5,,0.350551217,63
TCMDC-137244,Cl.Cc1c(Cc2ccccc2Br)cnc2nc(N)nc(N)c12,88,97,0,,0.004621056,67
TCMDC-137245,Cl.Cc1c(Cc2ccccc2Cl)cnc2nc(N)nc(N)c12,91,96,-2,,0.007421453,67
TCMDC-137246,CCCNC=Nc1cc(cc(c1)N(=O)=O)-c1csc(NC(N)=N)n1,91,1,-3,,1.74371232,12
TCMDC-137247,Cl.COc1ccccc1Cc1c(C)nc2nc(N)nc(N)c2c1C,96,2,-3,,0.568971289,69
TCMDC-137248,Cl.C[C@H]1CN(C(c2cccc(O)c2)c2cccc(c2)C(=O)N(C)c2cccc(F)c2)[C@H](C)CN1C(c1cccc(O)c1)c1cccc(c1)C(=O)N(C)c1cccc(F)c1,91,85,0,,0.918352687,0
TCMDC-137249,CCOC(=O)Cn1ccc2c(NCc3ccccc3)nc(C)nc12,96,0,-1,,0.374495847,64
TCMDC-137250,Cl.COc1cc2C3Cc4c(CO)c(OC)c(OC)c(OC)c4CN3CC(C)(C)c2cc1OC,95,9,2,,0.781901435,ND
TCMDC-137251,Cl.N(c1cccc(Oc2ccccc2)c1)c1ccnc2ccccc12,95,14,6,,1.11072298,48
TCMDC-137252,COc1cc(cc(OC)c1OC)-c1ccc([nH]1)-c1cnc(N)nc1OC,101,54,-2,,0.728776579,-3
TCMDC-137253,Nc1ccc(cc1N(=O)=O)-c1nc2cc(ccc2o1)C1=N[C@H]2CCCC[C@H]2N1,95,33,1,,1.122455809,16
TCMDC-137254,Cl.Nc1c(sc2ccccc12)C(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,86,-6,-5,,1.317393504,26
TCMDC-137255,Cl.CCc1cc(COc2ccc(CNCCC(C)C)cc2I)c(OCc2ccccc2)c(COc2ccc(CNCCC(C)C)cc2I)c1,89,15,0,,1.112073262,ND
TCMDC-137256,Cl.NC(=N)c1ccc(C=CC(=O)NCC(O)CNC(=O)C=Cc2ccc(cc2)C(N)=N)cc1,90,80,-1,,0.031422342,-14
TCMDC-124301,Nc1nc(N)c2c3cc[nH]c3ccc2n1,88,-1,8,,1.080437155,58
TCMDC-137257,FC(F)(F)c1ccc2c(C=Cc3ccncc3)c[nH]c2c1,98,76,-2,,0.707200358,-12
TCMDC-124300,O=S1c2ccccc2Sc2ccccc12,99,-1,6,,0.167511273,48
TCMDC-137258,Cl.COc1cc(CNCCC(C)C)ccc1OCc1cccc(COc2ccc(CNCCC(C)C)cc2OC)c1,99,20,6,,0.492491862,97
TCMDC-137259,Cl.CC(C)NCc1ccc(OCc2cccc(COc3ccc(CNC(C)C)cc3I)c2)c(I)c1,101,92,6,,0.092018207,100
TCMDC-125829,CC(=O)c1sc2ccccc2c1O,91,-2,6,,0.880036948,14
TCMDC-137260,Cl.CC(C)CNCc1ccc(OCc2cccc(COc3ccc(CNCC(C)C)cc3I)c2)c(I)c1,98,84,-4,,0.772005609,23
TCMDC-137261,Cl.Ic1cc(CNC2CCCCC2)ccc1OCc1cccc(COc2ccc(CNC3CCCCC3)cc2I)c1,93,34,-4,,0.828688497,-1
TCMDC-137262,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,85,1,-6,,1.023439796,ND
TCMDC-137263,COCCn1ccc2c1ccc1nc(N)nc(N)c21,93,29,-2,,0.213881737,43
TCMDC-137264,Cl.NC(=N)c1ccc(cc1)-c1cc(on1)-c1cccc(c1)C(N)=N,96,45,2,,0.013754418,7
TCMDC-137265,Cc1cc(=O)c(c(C)[nH]1)-c1ccc(Oc2cccc(Cl)c2)cc1,95,89,0,,0.602259718,23
TCMDC-137266,Cc1cc(=O)c(c(C)[nH]1)-c1ccc(Oc2cccc(OC(F)(F)F)c2)cc1,97,96,-5,,0.201990936,13
TCMDC-137267,Cc1cc(=O)c(c(C)[nH]1)-c1ccc(Oc2ccc(Cl)cc2Cl)cc1,93,73,-2,,0.841125181,-1
TCMDC-137268,CCCCCCCCCc1c(C)[nH]c2ccccc2c1=O,97,96,7,,0.163111871,-16
TCMDC-137269,CCCCCCCc1c(C)[nH]c2ccc(F)cc2c1=O,98,96,-5,,0.28936279,ND
TCMDC-137270,CC(C)(C)NC(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)c(NC(=O)C(C)(C)C)c1,89,2,3,,0.976932952,-11
TCMDC-137271,Cl.CCCCNCc1ccc(OCc2cccc(COc3ccc(CNCCCC)cc3)c2)cc1,100,35,5,,0.317958002,98
TCMDC-137272,Cl.CC[C@H](C)CNCc1ccc(OCc2cccc(COc3ccc(CNC[C@@H](C)CC)cc3I)c2)c(I)c1,99,60,7,,0.395800825,99
TCMDC-137273,Cl.CCCCNCc1ccc(OCc2cccc(COc3ccc(CNCCCC)cc3I)c2)c(I)c1,87,13,6,,1.12,ND
TCMDC-137274,Cl.CC(C)CCNCc1ccc(OCc2cccc(COc3ccc(CNCCC(C)C)cc3I)c2)c(I)c1,91,49,2,,0.453386972,99
TCMDC-137275,Cl.CC(C)CCNCc1ccc(OCc2ccccc2COc2ccc(CNCCC(C)C)cc2I)c(I)c1,101,78,0,,0.425231154,99
TCMDC-137276,COc1ccc(cc1)C(=O)c1ccc2[nH]cc(C3=CCN(C)CC3)c2c1,88,55,4,,1.04521254,ND
TCMDC-137277,CN1CCC(=CC1)c1c[nH]c2ccc(cc12)C(=O)c1nccs1,89,73,7,,0.241819241,ND
TCMDC-137278,CN1CCN(CC1)c1ccc2[nH]c(nc2c1)-c1ccc2[nH]c(nc2c1)-c1ccc(c(N)c1)N(=O)=O,100,101,-7,,0.10456817,ND
TCMDC-124299,CCOC(=O)c1cc(C(=O)OC)c2ccccn12,97,2,-2,,0.223281809,44
TCMDC-137279,Clc1ccc(Sc2cncnc2N2CCOCC2)cc1,95,-6,-2,,0.040247083,66
TCMDC-137280,COc1cc2c(cc1F)[nH]c(C)c(Cc1ccc(Cl)cc1)c2=O,85,28,1,,1.158311019,13
TCMDC-137281,CS(O)(=O)=O.CCCCOc1ccc(CNCCCCCCNCc2ccc(OCCCC)c3ccccc23)c2ccccc12,81,49,2,,1.129388143,100
TCMDC-137282,CS(O)(=O)=O.FC(F)(F)COc1ccc(CCNCCCCNCCc2ccc(OCC(F)(F)F)c3ccccc23)c2ccccc12,99,70,4,,0.647749104,100
TCMDC-137283,CCC(CC)n1c(C)cc2c1ccc1nc(N)nc(N)c21,95,95,1,<,0.0032,61
TCMDC-137284,CC(C)(C)c1ccc(cc1)-c1nnc(N)nc1N,92,-4,-4,,0.862093142,ND
TCMDC-137285,Nc1nnc(c(N)n1)-c1ccc(Cl)c(Br)c1,86,-3,-3,,1.044371872,ND
TCMDC-137286,Cc1nc(N)nc(N)c1-c1ccc2ccccc2c1,97,2,6,,0.867708042,60
TCMDC-137287,CCCCCOc1c(CCC)cc(Cc2cnc(N)nc2N)cc1CCC,94,-3,-2,,0.897823669,58
TCMDC-137288,CCOC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)c1ccc(cc1)N(C)Cc1cnc2nc(N)nc(N)c2n1,93,96,-2,,0.662891407,66
TCMDC-137289,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OCCCCCC(=O)OCC,95,-3,-1,,0.051667638,12
TCMDC-137290,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OCCCCC(=O)OC,94,-5,-5,,0.041937912,-7
TCMDC-137291,CCOC(=O)CCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,95,0,5,,0.029856342,-8
TCMDC-137292,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OCCCC(=O)OCC,94,-5,-2,,0.051821298,-8
TCMDC-137293,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OCCCCC(O)=O,95,23,-2,,0.195017609,18
TCMDC-137294,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OCCCCC(=O)OCC,93,-3,4,,0.054123507,1
TCMDC-137295,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,98,-1,-2,,0.761080694,-1
TCMDC-137296,Nc1ncc(c(N)n1)-c1ccc(F)c(Cl)c1,83,-2,5,,1.228439712,ND
TCMDC-137297,COc1ccc(cc1Cl)-c1cnc(N)nc1N,84,1,4,,1.4008141,ND
TCMDC-137298,Cc1nc(NCc2ccccc2)cc(Nc2cc(NCc3ccccc3)nc(C)n2)n1,90,32,8,,0.971103065,ND
TCMDC-137299,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC2NC(=O)NC2=O)c1OC,94,-1,-3,,0.713812491,2
TCMDC-137300,CS(O)(=O)=O.COc1ccc2c(CNCCCCCCNCc3c(OC)ccc4cc(OC)ccc34)c(OC)ccc2c1,101,79,-7,,0.560372511,ND
TCMDC-137301,Cl.CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,95,95,-1,<,0.0032,60
TCMDC-137302,Cl.CCN(CC)S(=O)(=O)n1ncc2c1ccc1nc(N)nc(N)c21,93,16,3,,0.054857754,67
TCMDC-137303,O=C(OCc1ccccc1)N1[C@@H](Cc2ccccc2C2CCCC2)C(=O)O[C@@H]([C@@H]1c1ccccc1)c1ccccc1,97,-3,1,,0.05909421,56
TCMDC-137304,CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1,85,29,0,,1.143628345,11
TCMDC-137305,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1cccc(OC)c1)C(=O)Nc1nccs1)N(O)C=O,100,99,-4,,0.103719571,5
TCMDC-137306,CCc1cc2c(ccc3nc(N)nc(N)c23)n1C(C)(C)C,99,ND,-11,,0.012701229,ND
TCMDC-124298,OC(=O)\C=C\c1cccc(F)c1F,96,1,-1,,0.096058336,58
TCMDC-137307,CCC(C)(C)n1c(C)cc2c1ccc1nc(N)nc(N)c21,97,85,1,<,0.0032,69
TCMDC-137308,CCC(C)n1c(CC)cc2c1ccc1nc(N)nc(N)c21,100,99,0,<,0.0032,73
TCMDC-137309,CCC(CC)n1c(CC)cc2c1ccc1nc(N)nc(N)c21,96,12,5,,0.06369254,71
TCMDC-137310,Cl.Nc1ccncc1C(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,101,9,6,,0.802554725,ND
TCMDC-137311,CC(C)n1c(cc2c1ccc1nc(N)nc(N)c21)C(C)(C)C,100,99,-3,<,0.0032,ND
TCMDC-137312,CCCc1cc2c(ccc3nc(N)nc(N)c23)n1C(CC)CC,102,73,-1,<,0.0032,70
TCMDC-137313,CCC(CC)n1c(COC)cc2c1ccc1nc(N)nc(N)c21,95,0,-4,,0.005570353,71
TCMDC-137314,CCCC1(C)CSc2ccccc2C(N1)c1ccccc1,87,2,-3,,0.70657612,60
TCMDC-137315,CS(O)(=O)=O.CCCCOc1c(CCNCCCCNCCc2cc(F)c3ccccc3c2OCCCC)cc(F)c2ccccc12,96,78,-3,,0.629349734,97
TCMDC-137316,CCOC(=O)C(C)(C)Oc1ccc(CN(Cc2ccc(CC(C)C)cc2)C(=O)Nc2ccc(F)cc2F)c(OC)c1,97,96,-8,,0.237777587,5
TCMDC-137317,CS(O)(=O)=O.FC(F)(F)COc1ccc2ccccc2c1CCNCCCCNCCc1c(OCC(F)(F)F)ccc2ccccc12,100,53,0,,0.426438775,99
TCMDC-137318,COc1ccc(cc1OC)C(=O)COc1cccc(\C=C\C(O)=O)c1,84,28,3,,1.317041642,44
TCMDC-137319,CS(O)(=O)=O.COc1cc2CCCCc2cc1CCNCCCCNCCc1cc2CCCCc2cc1OC,101,36,0,,0.996,100
TCMDC-137320,CCOC(=O)CC[C@@H](NC(=O)c1ccc(NCc2ccc3ccc4nc(C)[nH]c(=O)c4c3c2)cc1F)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCC,98,77,0,,1.027174563,45
TCMDC-137321,Cl.CN1CCc2cc(I)c(O)cc2C1Cc1ccccc1Cl,98,96,-2,,0.787843729,-7
TCMDC-137322,Cl.CC(C)c1cc2CCN(C)C(Cc3ccccc3Cl)c2cc1O,97,33,-4,,0.731627251,-7
TCMDC-137323,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)Nc1ncccn1)N(O)C=O,100,98,4,,0.059134947,3
TCMDC-137324,CS(O)(=O)=O.COc1ccc2CCCCc2c1CCNCCCCNCCc1c2CCCCc2ccc1OC,101,25,7,,0.375700451,ND
TCMDC-124297,CN1CCC(C=Cc2c[nH]c3ccccc23)=CC1,86,64,-1,,1.337509772,14
TCMDC-137325,Cc1nc(C)c(-c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)c(O)c1Br,96,95,1,,0.563191668,-4
TCMDC-137326,CS(O)(=O)=O.COc1c(CCNCCCCNCCc2c(OC)c(OC)c(OC)c3ccccc23)c2ccccc2c(OC)c1OC,99,72,-3,,0.611878112,100
TCMDC-137327,Cc1cccc(Cn2ccc3c(N)nc(N)nc23)c1,82,ND,5,,ND,ND
TCMDC-137328,Nc1nc(N)c2n(Cc3cc4OCOc4cc3Cl)ccc2n1,98,11,-3,,0.764828531,67
